ID,Tweet,Label
295,"Fuck college, fuck my classes, fuck my major. Fuck life. No sleep and I'm still failing some of my classes. I'm physically sick",No
296,@USER Bull shit stop putting words in peopleâ€™s mouths.,Yes
297,Jealousy is a bitch,No
298,@USER @USER @USER You're a fucking idiot,Yes
299,@USER *he screams and releases 20 gallons of cum with enough pressure to make at least 2 gallons squirt from his big brother's mouth*,No
300,<USER> <USER> you said 20 yrs liar i watch the show you need help don't nobody want your old stale ugly dried up ass,Yes
301,@USER @USER $10 says he/she is white. Any other white people notice how many shitty white people there are or am I the only one who sees this?,Yes
302,<USER> being a white male is one hell of a drug,No
303,Another fucking Pittsburgh Nazi. Philly Antifa is naming names and itâ€™s glorious. URL,Yes
304,Sitting in heathrow hoping the flight is able to take off. Damn snow storms in new york,No
305,@USER @USER @USER Holy shit get a lawyer false advertisement colon in not a football player he is a vag head,No
306,@USER same shit lmaaaaoooo. i was just making sure!,No
307,@USER We in this bitch together ðŸ’ðŸ½â€â™‚ï¸,No
308,<USER> 'We were talking about cats so I got excited...about pussies...' #mistakebitchies,No
309,@USER @USER fuck this !! He acted like The father of the girl killed at Parkland was a bug. Instead of telling us how much he loves these girls he should tell them the truth that he really doesnt give a shit if they are killed by a crazy white guy,Yes
310,"Wong follows the belief system that your heaven or hell is made here on earth by the deeds you do,u201d he said. <URL>",No
311,@USER @USER @USER Holy shit get a lawyer false advertisement colon in not a football player he is a vag head,Yes
312,fuck fuck fuck fuck,No
313,@USER Who doesn't support her? Better question is why in hell would I believe someone when liberals are lying 24/7? shit a california professor recently attacked a man with a lock in a sock... How many women have faked attacks on them sense the ele,Yes
314,@USER ...wondering what shit on our east coast causing God to send Florence to punish them...? A good guess would be the neo-faux Christian followers of trump..!,No
315,My husband sends me the weirdest shit <URL> <URL>,No
316,@USER Because to liberals being a white mail is disqualifying. Itâ€™s attempt to muzzle gop on SJC. Graham (allegedly a gay white male) should take point if he has it in him. Might save him a primary figjt,No
317,@USER Figures. He is a douche and would do this.,Yes
318,Fucking lakers!!!!! Pick it the Fuck up!!!!!!,Yes
319,@USER @USER The same way democrats have smeared conservatives/republicans? What about how democrats donâ€™t stand up for the women that have been sexually assaulted by democratic politicians!! Youâ€™re a hypocrite &amp; you need to SHUT the hell UP,No
320,@USER If it doesnâ€™t have m&amp;mâ€™s itâ€™s not trail mix. You are kicking ass and doing awesome. Keep it up!!!,No
321,@USER That shit got me dead!! Eager ass boi!,Yes
322,<USER> not shitty and boring. but not haunted either. its really interesting! do the 'escape' tour. its neat hearing those stories,No
323,@USER @USER @USER And they did. PR is a shit hole run by corrupt Liberals. It was DESTROYED and it will take years and years and years to rebuild.,Yes
324,@USER Holy shit You better not be drinking milk after eating that. Or else... ðŸ¤¢,No
325,@USER A whole meta joke here would be my original tweet fuckin up the calculations.,No
326,"@USER @USER Well, see, if I start talking at Dana about sensible gun control laws and she ignores me (or calls me a tragedy dry-humping whore as she did @USER then we aren't having a conversation. I'm just talking into the void.""",Yes
327,@USER @USER MEGUMI IM SORRY I ASKED TO SEE YOUR tits,Yes
328,@USER fuckin poisonous group of people. As soon as someone hands me a hat with a propeller on top... I'm out. Find another company to work for lemmings.,Yes
329,@USER @USER American Conservatives Don't give one shit about the terrorist group Hamas or what they think and or believe.,No
330,@USER @USER @USER And your gun control has failed to reduce homicides. Your homicide rate has not dropped after all of those gun laws. It has however rose. Enjoy bending a knee to the people who don't really give a shit about you though.,No
331,Shit is gettin serious if I'm doing this at 4am. #running #bibchat #Strava <URL> <URL>,No
332,@USER All that shit was hers URL,Yes
333,@USER dumb ass wear a helmet next game,Yes
334,@USER @USER Those fucking calves man ðŸ¤¤,No
335,"@USER I'm tired off that piss poor excuse from conservatives"" which is pretty much synonymous with ""bigot"" nowadays. It's not fear they feel, it's shame. The same shame all hypocrites feel.""",No
336,@USER @USER Weâ€™ll weâ€™ve been fucked by bama twice since we got here so weâ€™re almost tru fans,No
337,@USER Lol I shit you not... this was it for most of that year... I literally do not have the patience to sit and play game na URL,No
338,@USER Not sure. Just woke up wanting to fuck some chuds up Might be the antifa super soldier serum or something idk,No
339,@USER damn right .if you think any different then your part of the problem with this country .thank God we have a president who puts #AMERICA #FIRST instead of putting illigal aliens ahead of americans .,No
340,@USER Holy shit how brainwashed can ya be?,No
341,@USER @USER Oh shit the mafia have finally found me,No
342,@USER Had to create a whole fake page just to talk shit ðŸ™„ sis is really just miserable #sad,No
343,Happy birthday to my main bitch[?] <USER>,No
344,@USER @USER Iâ€™ve never once heard you be thankful. All you do is shit on Canada. On the police. On our history. On Conservatives.,Yes
345,@USER @USER @USER @USER Iâ€™m not sad. Iâ€™m fucking angry... angry that the GOP is embracing fascism. My grandfather was Antifa from 1942-1945. Iâ€™m following in his footsteps. His friends didnâ€™t die in vain for nothing. URL,No
346,A bitch built like that could beat my ass all she wants URL,No
347,@USER Since Lebron eat ass I guess I have to now URL,No
348,"money is the root of all evil, but thats that shit that keeps me focused -Ace Hood_",No
349,@USER @USER @USER bullshit I live in NH. My daughter goes to school in Cali. She is considered a non-resident. THis is clearly a move to fraud the citizens of NH,Yes
350,Why are #writers always portrayed as pretentious dicks on tv? I'm a delight. Though I might have spent my evening... <URL>,Yes
351,@USER Henny... Why do you outside. Where u and ya pussy ass sister at. We just wanna talk,Yes
352,"<USER> im not pretending to enjoy it. american soccer games suck dick - but otherwise, it's great.",No
353,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Little known fact Balaam raced donkeys and gambled on races. One day his fastest ass was winning the Jerusalem sweepstakes. And right before the f,No
354,-____- No other 1st world country has bullshit like this because they don't have bullshit problems like this fuck the gun industry and fuck the dipshits enabling them preventing sensible gun control URL,Yes
355,Letch Ludicrous. My wifi gatekeeper. He doesn't know the dif between having balls and being a dick. <URL>,Yes
356,@USER @USER Lol I don't remember shit about that day ðŸ˜,No
357,Adulting is knowing who fucked cut off in your future plans.....,Yes
358,@USER @USER Grab em by the pussy What's the problem?,Yes
359,"@USER I hate a man who thinks his irrelevant opinion matters"" ass bitch URL",Yes
360,Alright let me get right with God bc Mother Nature is like fuck humans URL,Yes
361,@USER yo why wonâ€™t you let me post a link fam... does it offend you? You little salty spittoon... you literally allow porn such as @USER but you donâ€™t allow federal shit #censorship #ConfirmKavanaugh #ConfirmKavenaugh #maga URL,Yes
362,@USER I still want him to fuck my pussy with a rake. URL,No
363,@USER And Iâ€™ll argue all fucking day long because IM ðŸ’¯ % RIGHT!!!!,No
364,@USER @USER @USER @USER @USER @USER Unicorns and Antifa and rainbows and socialists and puffy hearts and feminazis and sunshine and pussy hats. And most of all RESIST! ðŸ˜‚ðŸ¤£ðŸ˜‚,No
365,"While I believe that Christopher Dorner was wronged by the corrupt ass #LAPD, he stopped being a victim when he started killing people.",No
366,@USER @USER @USER please get OFF first take! You yell wayy too much and you seem like you are being a asshole When you are on set I litterly can't hear anything but screaming. Its obvious @USER dont like you and @USER and @USER was like dude stfu!!,Yes
367,@USER @USER You have a dick damn didnâ€™t know bhadbhabie was actually a bhadtranny,No
368,@USER thatâ€™s so fucked up omg in my old hs thereâ€™s open campus and for every period you skip thereâ€™s a 200 dollar fine lmaooo,No
369,@USER Seriously??.... Guess comedy is easier to get viral.... Have you tried drawing shit XD,No
370,@USER Any amount you shit fuck,Yes
371,@USER @USER Guy if you can't explain yourself after a day that's a good indication youre talking shit,Yes
372,@USER //Anime is a gag series. The manga is bloody as fuck,No
373,@USER She is so damn cute! Def with the facial expressions,No
374,@USER Thanks Vince You fucker No need to hold out and chance that clients miss it.,Yes
375,@USER @USER This guy Kerry is one do nothing damn politician where does he get off going over sea's and trying to undermined our President now this is a Traitor for sure you better watch this S.O.B. !,Yes
376,@USER Trying to justify a death after the fact with a small amount of dope. fuck Stop fucking killing people. Get some damn gun control so cops don't feel like every house/apartment they go into could potentially have a gun. Scared people do unpred,Yes
377,@USER a huge fuck up on my part.,No
378,@USER YES I am so tired of relying on mfs to answer the phone for some shit thatâ€™s not even worth it! Iâ€™m about to be the new plug ðŸ˜‚ðŸ˜‚ðŸ˜‚,No
379,@USER @USER how the fuck is puting raven with derrick and dan and dr. will saying she's a mastermind when she didn't do shit put bitch about being sick and being annoying and boring. take raven out and put tyler in. he is playing a great game even,No
380,@USER @USER @USER cashing in on the book bandwagon. can't blame her. #liberals love to throw their money at bullshit,Yes
381,Actually get to watch #NCIS but also know I'm gonna be sad all over again. 1 less new <USER> ep. Damn you Weatherly! #loveyou,No
382,<USER> BITCHES!,Yes
383,@USER Yes bitch ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,Yes
384,@USER @USER Action talks and bullshit walks,Yes
385,Um..Ya..How the hell is it 4:30 in the morn??? Off to the Crypt with a copy of Robin Hood...CCRREEAAKKK...Night world..SSLLAAAMMMMMMMMM~,No
386,"@USER @USER @USER Politically neutral"" yeah sure buddy, i mean most milquetoast conservatives, even the never trump ones agree with Trump's policies, and the whole gay marriage and abortion seems like the bare minimum""",No
387,@USER They meet many many fans itâ€™s amazing that he remembered her donâ€™t be a bitch,Yes
388,@USER Monte... who fuckin knows at this point,No
389,No one gives a fuck so I'm venting to Twitter,No
390,@USER Girl bitches aggravate me!,Yes
391,@USER I experience this very same problem. I like to think I am suffering from anti-pernickety bastard disorder.,No
392,@USER @USER @USER And your gun control has failed to reduce homicides. Your homicide rate has not dropped after all of those gun laws. It has however rose. Enjoy bending a knee to the people who don't really give a shit about you though.,No
